question,answer
"Thầy cô và anh chị cho em hỏi, dự kiến khoảng ngày bao nhiêu trường mình sẽ mở đăng ký xét tuyển bằng điểm thi tốt nghiệp THPTQG ạ?","Kịch bản 1: Chưa biết thông tin
Hiện tại, nhà trường chưa thể đưa ra thông tin chính xác về ngày cụ thể mở đăng ký xét tuyển bằng điểm thi tốt nghiệp THPT Quốc gia.

Lý do là vì lịch trình xét tuyển đại học, bao gồm cả thời gian các trường bắt đầu nhận đăng ký xét tuyển dựa trên điểm thi tốt nghiệp THPT, đều phải tuân theo kế hoạch và hướng dẫn chung do Bộ Giáo dục và Đào tạo ban hành. Thông thường, Bộ sẽ công bố lịch trình này sau khi kỳ thi tốt nghiệp THPT diễn ra và có kết quả.

Vì vậy, em vui lòng theo dõi sát sao các thông báo chính thức từ Bộ Giáo dục và Đào tạo cũng như cập nhật thông tin thường xuyên trên website và các kênh thông tin tuyển sinh chính thức của nhà trường để biết được thời gian cụ thể nhé.

Kịch bản 2: Đã biết thông tin
Theo thông báo từ Bộ Giáo dục và Đào tạo, thời gian đăng ký xét tuyển dựa trên điểm thi tốt nghiệp THPTQG là từ HH:mm ngày dd:mm:yyyy đến HH:mm ngày HH:mm. Bạn chú ý mốc thời gian này, chủ động thực hiện theo hướng dẫn của Bộ. Trường Đại học Khoa học Tự nhiên - Đại học Quốc gia Hà Nội rất mong được chào đón bạn. Chúc bạn may mắn nhé!"
Làm hồ sơ đăng kí xét tuyển bằng điểm thi tốt nghiệp thì cần những giấy tờ gì ạ?,"Quy trình đăng ký xét tuyển đợt 1 bằng điểm thi tốt nghiệp THPT chủ yếu được thực hiện trực tuyến thông qua Hệ thống hỗ trợ tuyển sinh chung của Bộ GD&ĐT. Theo Điều 15, Khoản 2 và 3, Quyết định 1328/QĐ-ĐHQGHN ngày 18/04/2023, thí sinh thực hiện đăng ký xét tuyển trên hệ thống theo kế hoạch chung và hướng dẫn của Bộ GD&ĐT, bao gồm việc khai báo thông tin cá nhân, đối tượng ưu tiên (nếu có) và đăng ký các nguyện vọng xét tuyển. Thông thường, ở bước đăng ký trực tuyến này, thí sinh không cần nộp hồ sơ giấy. Các giấy tờ cụ thể (như Bằng tốt nghiệp THPT hoặc Giấy chứng nhận tốt nghiệp tạm thời, Học bạ, Giấy khai sinh, Giấy tờ ưu tiên...) sẽ được yêu cầu nộp bản cứng trực tiếp tại Trường ĐHKHTN sau khi bạn đã trúng tuyển và đến làm thủ tục xác nhận nhập học, theo hướng dẫn trong Giấy báo trúng tuyển của Trường."
"Em là thí sinh tự do, đã tốt nghiệp THPT từ các năm trước và không tham gia Kỳ thi tốt nghiệp THPT năm nay, nếu em chỉ sử dụng kết quả kỳ thi Đánh giá năng lực để xét tuyển đại học, em có cần phải đăng ký thông tin cá nhân hoặc nguyện vọng trên cổng thông tin tuyển sinh chung của Bộ Giáo dục và Đào tạo không ạ? Em xin chân thành cảm ơn.","Có. Dù bạn xét tuyển bằng kết quả thi Đánh giá năng lực (ĐGNL - Phương thức 4), bạn vẫn bắt buộc phải đăng ký nguyện vọng xét tuyển của mình vào Trường ĐHKHTN trên Hệ thống hỗ trợ tuyển sinh chung của Bộ GD&ĐT theo kế hoạch chung. Theo nguyên tắc xử lý nguyện vọng quy định tại Điều 16, Quyết định 1328/QĐ-ĐHQGHN ngày 18/04/2023 và quy trình xét tuyển sớm tại Điều 14, ngay cả khi Trường ĐHKHTN thông báo bạn đủ điều kiện trúng tuyển sớm bằng điểm ĐGNL (trừ điều kiện tốt nghiệp THPT), bạn vẫn phải đăng ký nguyện vọng đó lên Hệ thống của Bộ để được xét tuyển và lọc ảo cùng các phương thức khác. Nếu bạn không đăng ký nguyện vọng đã đủ điều kiện trúng tuyển sớm lên Hệ thống của Bộ, bạn sẽ không được công nhận trúng tuyển chính thức vào Trường. "
Anh chị cho em xin ít review về ngành Toán tin của trường được không ạ. Em cảm ơn rất nhiều ạ.,"Dựa trên Chương trình đào tạo (CTĐT) chuẩn ngành Toán tin ban hành kèm Quyết định 3567/QĐ-ĐHKHTN ngày 18/10/2023:

    Mục tiêu (Mục 2.1): Ngành Toán tin trang bị kiến thức vững chắc về cả Toán ứng dụng và Tin học, nhằm đào tạo nhân lực có thể làm nghiên cứu chuyên sâu về Toán ứng dụng (mật mã, thống kê, phân tích dữ liệu, tối ưu...) hoặc đảm nhận các công việc đòi hỏi kiến thức chuyên sâu về Tin học (lập trình, quản trị CSDL, phát triển mô hình AI/khoa học dữ liệu...) hoặc các công việc liên ngành.
    Chuẩn đầu ra (Phần II): Sinh viên tốt nghiệp có khả năng vận dụng kiến thức toán, thống kê, lập trình để mô hình hóa và giải quyết vấn đề; thu thập, tổ chức, lưu trữ thông tin; xây dựng phần mềm; phân tích dữ liệu; có kỹ năng giao tiếp, làm việc nhóm, tư duy phản biện và sử dụng tiếng Anh đạt chuẩn Bậc 3.
    Cơ hội việc làm (Mục 4): Có thể làm Lập trình viên, Chuyên gia phân tích dữ liệu, Chuyên gia thống kê, Chuyên gia phát triển thuật toán tại các doanh nghiệp, bộ phận R&D, cơ quan quản lý kinh tế, tài chính; hoặc làm Giảng viên, Nghiên cứu viên, Chuyên viên kỹ thuật tại các trường, viện.
    Học tập nâng cao (Mục 5): Có đủ khả năng học tiếp lên Thạc sĩ, Tiến sĩ tại Khoa hoặc các trường đại học uy tín trong và ngoài nước.
    Chương trình học (Phần III): Tổng cộng 132 tín chỉ (chưa tính GDTC, GDQP, Kỹ năng bổ trợ). Bao gồm các môn Toán cốt lõi (Đại số tuyến tính, Giải tích, Phương trình vi phân, Giải tích số, Xác suất, Thống kê, Tối ưu hóa, Toán rời rạc...) và các môn Tin học (Lập trình cơ bản, Lập trình hướng đối tượng, Hệ thống máy tính, Cấu trúc dữ liệu & thuật toán, Cơ sở dữ liệu, Học máy...). Có hai định hướng tự chọn chuyên sâu là Tin học và Tính toán khoa học.
Bạn có thể tham khảo thêm thông tin tại trang web tuyensinh.hus.edu.vn."
Anh chị có thể review cho em một số thông tin về ngành Toán học được không ạ! Em cám ơn!,"Dựa trên CTĐT chuẩn (Quyết định 3565/QĐ-ĐHKHTN ngày 18/10/2023) và CTĐT tài năng (Quyết định 3566/QĐ-ĐHKHTN ngày 18/10/2023):

    Mục tiêu (Mục 2,): Đào tạo cử nhân có kiến thức chuyên sâu về Toán học, có khả năng giảng dạy, nghiên cứu và ứng dụng toán vào khoa học, công nghệ, kinh tế, xã hội. Chương trình tài năng tập trung đào tạo nguồn nhân lực nghiên cứu chất lượng cao, có khả năng sáng tạo.
    Chuẩn đầu ra (Phần II,): Sinh viên có khả năng vận dụng kiến thức cơ bản, mô hình hóa bài toán, giải quyết vấn đề, phân tích chuyên sâu, tư duy logic, sử dụng công cụ/phần mềm toán học. Yêu cầu tiếng Anh Bậc 3 (Chuẩn) hoặc Bậc 4 (Tài năng).
    Cơ hội việc làm (Mục 4,): Làm việc tại viện nghiên cứu, cơ quan quản lý kinh tế, tài chính, ngân hàng, bảo hiểm, các cơ sở sản xuất kinh doanh; giảng dạy tại các trường đại học, cao đẳng, THPT. Chương trình tài năng nhấn mạnh khả năng làm việc tại các trung tâm nghiên cứu phát triển.
    Học tập nâng cao (Mục 5,): Có đủ năng lực học tiếp Thạc sĩ, Tiến sĩ tại các cơ sở uy tín trong và ngoài nước.
    Chương trình học (Phần III,): Chương trình chuẩn có 135 tín chỉ, chương trình tài năng 168 tín chỉ (chưa tính GDTC, GDQP, Kỹ năng bổ trợ). Gồm các môn cốt lõi về Đại số, Giải tích, Hình học, Tôpô, Phương trình vi phân và đạo hàm riêng, Xác suất - Thống kê, Giải tích số, Tối ưu hóa... Có các hướng chuyên sâu tự chọn về Toán lý thuyết, Toán ứng dụng, Cơ học.
Bạn có thể tham khảo thêm thông tin tại trang web tuyensinh.hus.edu.vn"
"Chào mọi người, em đang gặp chút vấn đề khi đăng ký xét tuyển vào trường bằng phương thức xét điểm thi Đánh giá năng lực. Cụ thể là khi em nhấp vào đường link đăng ký của trường, hệ thống lại thông báo số Căn cước công dân (CCCD) của em đã được đăng ký, trong khi đây là lần đầu tiên em thực hiện thao tác này.
Mọi người có ai từng gặp trường hợp tương tự hoặc có kinh nghiệm giải quyết vấn đề này không, xin cho em ý kiến với ạ. Em cảm ơn nhiều!","Đây có thể là vấn đề kỹ thuật của hệ thống đăng ký, tuy nhiên cũng không loại trừ khả năng bạn đang gặp phải vấn đề bảo mật thông tin cá nhân. Tôi khuyên bạn bình tĩnh và liên hệ trực tiếp với bộ phận hỗ trợ tuyển sinh của Trường Đại học Khoa học Tự nhiên để được trợ giúp.

    Hotline: 0886074527
    Điện thoại: 024 38585279
    E-mail: tuvantuyensinh@hus.edu.vn 
Khi liên hệ nhớ cung cấp thông tin chi tiết về lỗi gặp phải để được hỗ trợ kiểm tra và khắc phục tốt nhất. "
"Em chào các anh chị ạ, các anh chị cho em hỏi là giáo trình toán lí thì mình sẽ học những quyển nào ạ,","Về giáo trình, nhà trường tạo điều kiện linh hoạt cho giảng viên trong việc lựa chọn tài liệu phù hợp nhất với từng học phần. Vì vậy, không có một quy định chung nào bắt buộc sinh viên phải dùng sách cụ thể. Một mẹo nhỏ là bạn có thể hỏi thăm các anh chị đi trước để biết họ đã học những giáo trình nào. Dù vậy, cũng nên nhớ rằng giáo trình có thể sẽ khác biệt giữa các học kỳ nhé."
" và em muốn hỏi khung chương trình đào tạo chia theo từng học kì như thế nào ạ, tại em xem trên web trường thì chỉ chia theo các khối kiến thức thôi ạ. Em cảm ơn ạ.","Dựa trên khung chương trình đào tạo, Khoa/Bộ môn sẽ xây dựng Kế hoạch học tập chi tiết theo từng học kỳ (thường gọi là Kế hoạch học tập chuẩn) và phổ biến đến sinh viên qua cố vấn học tập hoặc các kênh thông tin của Khoa sau khi nhập học. Kế hoạch này là cơ sở để sinh viên định hướng lộ trình học tập nhằm hoàn thành chương trình đúng tiến độ. Từ đó, mỗi sinh viên có thể linh hoạt xây dựng kế hoạch học tập riêng, chủ động lựa chọn các học phần, sắp xếp thứ tự ưu tiên hoặc tăng tốc độ học tập hợp lí, phù hợp với nhu cầu và năng lực của bản thân."
Mn cho e hỏi em đky onl utxt xong thì khi có điểm có cần làm gì thêm k ạ hay chỉ càn đky luôn trên web của bộ vậy ạ,"Sau khi bạn đăng ký Ưu tiên xét tuyển (ƯTXT) trực tuyến tại Trường ĐHKHTN, giả sử bạn được Trường thông báo là đủ điều kiện trúng tuyển (trừ điều kiện tốt nghiệp THPT), bạn vẫn phải thực hiện một bước quan trọng nữa. Theo quy trình chung được mô tả tại Điều 14 và Điều 15, Quyết định 1328/QĐ-ĐHQGHN ngày 18/04/2023, bạn bắt buộc phải đăng ký lại nguyện vọng đã được thông báo đủ điều kiện trúng tuyển đó (hoặc các nguyện vọng khác) trên Hệ thống hỗ trợ tuyển sinh chung của Bộ GD&ĐT trong thời gian quy định chung. Hệ thống của Bộ sẽ thực hiện lọc ảo lần cuối cùng. Chỉ khi nguyện vọng bạn đăng ký trên hệ thống Bộ trùng khớp với kết quả xét tuyển sớm của Trường và là nguyện vọng cao nhất bạn trúng tuyển sau lọc ảo, bạn mới chính thức được công nhận trúng tuyển. Tóm lại: Đăng ký online ƯTXT tại trường là bước 1, đăng ký nguyện vọng đó lên hệ thống Bộ GD&ĐT là bước 2 bắt buộc. "
. Và cách tính điểm phương thức pt ielts + điểm thi thpt này thế nào ạ,"Cách tính điểm xét tuyển cho Phương thức 6 (Kết hợp kết quả thi tốt nghiệp THPT với chứng chỉ quốc tế) được quy định tại Mục 1.3, Phần II, Đề án tuyển sinh năm 2024 (kèm theo Quyết định 1616/QĐ-ĐHKHTN ngày 31/5/2024) như sau:

    Điều kiện: Thí sinh phải có chứng chỉ IELTS từ 5.5 trở lên (hoặc tương đương, còn hạn sử dụng) VÀ tổng điểm 2 môn thi tốt nghiệp THPT năm 2024 trong tổ hợp xét tuyển (bắt buộc có môn Toán) đạt tối thiểu 14 điểm.   

Quy đổi điểm IELTS: Điểm IELTS được quy đổi sang thang điểm 10 theo bảng tại Mục 1.6 của Đề án. Ví dụ: IELTS 5.5 = 8.5 điểm; 6.0 = 9.0 điểm; 6.5 = 9.25 điểm; 7.0 = 9.5 điểm; 7.5 = 9.75 điểm; 8.0-9.0 = 10.0 điểm.  
Công thức tính điểm xét tuyển:

    Đối với các ngành thông thường (thang điểm 30): Điểm xét tuyển = Điểm môn Toán + Điểm Tiếng Anh đã quy đổi + Điểm cao nhất của 1 môn còn lại trong tổ hợp xét tuyển.   

Đối với 4 ngành Toán học, Toán tin, KHMT&TT, Khoa học dữ liệu (thang điểm 40): Điểm xét tuyển = (Điểm môn Toán × 2) + Điểm Tiếng Anh đã quy đổi + Điểm cao nhất của 1 môn còn lại trong tổ hợp xét tuyển."
Mình đk onl rồi có cần gửi hồ sơ bản cứng về trường không ạ ?,"Việc đăng ký xét tuyển ban đầu cho hầu hết các phương thức, đặc biệt là đăng ký nguyện vọng trên hệ thống Bộ GD&ĐT (theo Điều 15, Quyết định 1328/QĐ-ĐHQGHN ngày 18/04/2023) và đăng ký xét tuyển thẳng/ưu tiên xét tuyển tại Trường ĐHKHTN (theo Mục 1.8.6, Phần II, Đề án tuyển sinh năm 2024 ), chủ yếu được thực hiện trực tuyến. Các tài liệu không yêu cầu nộp hồ sơ bản cứng ngay tại thời điểm đăng ký trực tuyến. Tuy nhiên, sau khi bạn được công nhận trúng tuyển chính thức và đến Trường ĐHKHTN làm thủ tục nhập học, bạn chắc chắn sẽ cần nộp hồ sơ bản cứng (bản gốc hoặc bản sao công chứng các giấy tờ cần thiết như học bạ, bằng tốt nghiệp, giấy khai sinh, giấy tờ ưu tiên, chứng chỉ...) để nhà trường kiểm tra, đối chiếu và hoàn thiện hồ sơ sinh viên. Hãy theo dõi kỹ hướng dẫn nhập học của Trường ĐHKHTN sau khi có kết quả trúng tuyển."
"Xin cho em hỏi, dự kiến khi nào nhà trường sẽ thông báo kết quả trúng tuyển theo phương thức xét tuyển bằng điểm Đánh giá năng lực ạ?","TH1: Chưa biết thông tin 
Hiện tại, nếu nhà trường bạn nộp hồ sơ vẫn chưa có thông báo chính thức về ngày công bố kết quả xét tuyển thẳng cho năm nay, bạn vui lòng kiên nhẫn chờ đợi thêm thông báo từ nhà trường nhé.

Để bạn có thể tham khảo, vào năm 2024, một số trường đã bắt đầu cung cấp danh sách trúng tuyển sớm (bao gồm cả các phương thức xét điểm ĐGNL) vào khoảng đầu tháng 8. Tuy nhiên, đây chỉ là thông tin tham khảo của năm trước và lịch trình của năm nay có thể sẽ khác.

Cách tốt nhất là bạn nên thường xuyên kiểm tra website tuyển sinh chính thức của trường, theo dõi fanpage hoặc các kênh liên lạc chính thức khác của trường để cập nhật thông tin mới nhất và chính xác nhất.
Chúc bạn may mắn!
TH2: Đã biết thông tin
Theo thông tin từ nhà trường, ngày dd/mm/yyyy là ngày công bố kết quả xét tuyển bằng điểm ĐGNL, bạn có thể truy cập trang web  hus.vnu.edu.vn để tra cứu. "
